"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"RELIANCE","EQ","04-Sep-2013","831.00","833.75","864.55","833.00","846.90","849.35","852.22","30,45,550","2,59,54,83,647.95","1,17,776","9,59,853","31.52"
"RELIANCE","EQ","05-Sep-2013","849.35","863.00","869.75","851.10","857.90","862.55","861.71","32,58,258","2,80,76,69,173.65","87,931","15,27,492","46.88"
"RELIANCE","EQ","06-Sep-2013","862.55","870.00","873.50","841.50","864.70","868.00","859.67","34,39,791","2,95,70,92,300.15","97,411","14,70,346","42.75"
"RELIANCE","EQ","10-Sep-2013","868.00","872.90","893.55","866.25","886.45","890.35","881.07","42,27,364","3,72,45,83,856.55","1,24,854","20,68,132","48.92"
"RELIANCE","EQ","11-Sep-2013","890.35","889.00","892.90","874.15","885.80","887.75","884.41","33,96,942","3,00,42,99,361.40","1,60,682","17,40,251","51.23"
"RELIANCE","EQ","12-Sep-2013","887.75","888.00","901.00","871.15","872.15","875.40","883.99","41,09,760","3,63,30,06,841.70","1,24,450","17,89,014","43.53"
"RELIANCE","EQ","13-Sep-2013","875.40","868.00","883.70","867.05","871.10","873.00","875.61","22,46,049","1,96,66,59,575.95","71,199","9,70,909","43.23"
"RELIANCE","EQ","16-Sep-2013","873.00","885.95","887.70","854.00","858.65","861.75","868.91","27,54,524","2,39,34,25,245.25","65,665","12,21,443","44.34"
"RELIANCE","EQ","17-Sep-2013","861.75","856.35","864.00","852.60","857.95","858.15","858.31","24,98,437","2,14,44,37,028.50","79,164","16,15,287","64.65"
"RELIANCE","EQ","18-Sep-2013","858.15","860.50","875.00","856.80","873.55","871.95","867.54","31,32,560","2,71,76,10,198.10","89,739","20,04,510","63.99"
"RELIANCE","EQ","19-Sep-2013","871.95","888.05","895.95","880.55","888.35","890.60","887.26","43,28,339","3,84,03,44,484.55","1,19,594","27,83,254","64.30"
"RELIANCE","EQ","20-Sep-2013","890.60","886.00","901.00","870.50","886.50","881.90","885.92","41,97,357","3,71,85,17,058.85","1,00,478","23,15,568","55.17"
"RELIANCE","EQ","23-Sep-2013","881.90","872.05","881.00","865.00","871.90","874.35","871.87","20,28,677","1,76,87,50,841.05","48,726","10,36,277","51.08"
"RELIANCE","EQ","24-Sep-2013","874.35","872.00","884.55","868.15","874.65","874.60","877.07","28,23,675","2,47,65,63,498.80","60,400","16,69,210","59.11"
"RELIANCE","EQ","25-Sep-2013","874.60","872.40","874.90","842.20","846.50","849.05","851.86","39,93,925","3,40,22,65,773.00","1,02,515","21,58,643","54.05"
"RELIANCE","EQ","26-Sep-2013","849.05","846.65","850.15","835.25","840.10","838.25","840.74","45,43,087","3,81,95,55,666.05","84,976","26,61,478","58.58"
"RELIANCE","EQ","27-Sep-2013","838.25","842.00","854.50","837.00","839.00","839.90","845.14","27,44,478","2,31,94,60,332.10","74,409","12,94,090","47.15"
"RELIANCE","EQ","30-Sep-2013","839.90","832.05","844.50","819.10","821.50","822.40","830.49","36,39,687","3,02,27,41,774.85","1,21,981","20,82,108","57.21"
"RELIANCE","EQ","01-Oct-2013","822.40","826.30","829.90","817.70","821.05","821.45","824.01","20,82,088","1,71,56,58,858.75","97,017","9,99,624","48.01"
"RELIANCE","EQ","03-Oct-2013","821.45","823.40","848.90","823.40","845.10","846.95","838.91","20,82,009","1,74,66,27,494.25","64,110","8,80,902","42.31"
"RELIANCE","EQ","04-Oct-2013","846.95","840.55","859.70","838.00","853.00","854.40","851.00","22,65,225","1,92,77,08,413.25","65,146","8,50,112","37.53"
"RELIANCE","EQ","07-Oct-2013","854.40","847.60","852.40","836.00","844.90","844.05","841.97","25,75,155","2,16,82,04,621.50","84,731","13,85,569","53.81"
"RELIANCE","EQ","08-Oct-2013","844.05","849.70","854.70","839.20","842.90","844.95","844.53","27,70,271","2,33,95,79,518.55","77,530","16,36,505","59.07"
"RELIANCE","EQ","09-Oct-2013","844.95","839.95","867.65","837.50","859.15","860.90","856.64","27,32,625","2,34,08,71,121.20","75,058","13,77,767","50.42"
"RELIANCE","EQ","10-Oct-2013","860.90","859.00","862.80","848.05","861.00","860.00","855.61","21,42,108","1,83,28,17,785.90","65,873","9,12,973","42.62"
"RELIANCE","EQ","11-Oct-2013","860.00","865.00","868.00","854.30","863.60","863.35","861.12","22,33,967","1,92,37,21,680.35","65,373","8,12,249","36.36"
"RELIANCE","EQ","14-Oct-2013","863.35","865.00","875.00","863.20","874.05","870.30","869.48","27,78,882","2,41,61,89,090.55","81,454","12,35,880","44.47"
"RELIANCE","EQ","15-Oct-2013","870.30","897.30","898.65","864.00","866.50","867.80","876.23","52,66,950","4,61,50,44,364.30","1,18,672","22,36,427","42.46"
"RELIANCE","EQ","17-Oct-2013","867.80","870.00","888.00","864.65","879.40","880.35","880.02","40,26,153","3,54,30,82,896.85","1,09,122","22,89,206","56.86"
"RELIANCE","EQ","18-Oct-2013","880.35","881.60","908.00","881.60","903.50","905.65","899.34","50,69,374","4,55,91,11,490.10","1,24,361","30,28,364","59.74"
"RELIANCE","EQ","21-Oct-2013","905.65","905.65","915.50","896.15","913.00","913.20","907.16","34,61,572","3,14,02,12,957.15","79,782","20,53,221","59.31"
"RELIANCE","EQ","22-Oct-2013","913.20","907.40","910.95","897.50","904.00","904.20","903.58","23,42,103","2,11,62,70,725.50","69,396","12,90,899","55.12"
"RELIANCE","EQ","23-Oct-2013","904.20","905.20","909.20","887.65","895.05","896.75","897.50","20,44,698","1,83,51,08,267.85","61,063","9,89,111","48.37"
"RELIANCE","EQ","24-Oct-2013","896.75","892.05","911.00","881.35","883.75","884.50","896.89","26,78,332","2,40,21,72,497.35","77,224","13,50,263","50.41"
"RELIANCE","EQ","25-Oct-2013","884.50","884.10","892.80","879.35","885.00","887.00","886.53","22,73,430","2,01,54,54,652.35","70,946","12,74,644","56.07"
"RELIANCE","EQ","28-Oct-2013","887.00","888.00","904.85","887.85","890.40","890.75","897.80","35,14,321","3,15,51,52,775.55","83,458","20,95,786","59.64"
"RELIANCE","EQ","29-Oct-2013","890.75","889.10","903.95","883.90","896.05","896.80","895.29","33,03,172","2,95,72,83,789.35","96,578","20,91,187","63.31"
"RELIANCE","EQ","30-Oct-2013","896.80","896.50","902.90","894.70","896.75","898.15","898.37","21,97,777","1,97,44,08,747.65","53,368","14,92,443","67.91"
"RELIANCE","EQ","31-Oct-2013","898.15","900.00","918.00","896.00","915.00","914.70","910.69","45,21,314","4,11,75,24,451.35","87,771","31,03,144","68.63"
"RELIANCE","EQ","01-Nov-2013","914.70","910.10","926.55","903.35","908.50","908.25","912.98","27,18,063","2,48,15,48,684.00","1,11,014","15,12,390","55.64"
"RELIANCE","EQ","03-Nov-2013","908.25","910.00","914.40","906.80","907.70","908.70","910.93","4,25,619","38,77,09,086.40","13,701","1,55,321","36.49"
"RELIANCE","EQ","05-Nov-2013","908.70","903.35","921.70","903.35","909.40","909.70","913.18","25,04,263","2,28,68,34,576.35","60,984","14,13,756","56.45"
"RELIANCE","EQ","06-Nov-2013","909.70","910.00","919.90","894.95","900.80","898.60","903.62","21,98,926","1,98,70,02,212.20","71,038","12,95,525","58.92"
"RELIANCE","EQ","07-Nov-2013","898.60","899.00","905.80","882.10","885.55","885.90","895.35","22,38,424","2,00,41,69,807.50","80,779","11,44,077","51.11"
"RELIANCE","EQ","08-Nov-2013","885.90","886.00","888.00","871.15","874.15","875.95","877.46","20,01,425","1,75,61,69,620.70","55,038","9,75,628","48.75"
"RELIANCE","EQ","11-Nov-2013","875.95","874.00","882.10","860.20","864.95","863.90","870.92","20,34,671","1,77,20,32,673.85","59,158","9,08,960","44.67"
"RELIANCE","EQ","12-Nov-2013","863.90","865.00","871.60","850.20","850.50","852.60","860.67","27,81,812","2,39,42,09,972.75","92,328","17,16,389","61.70"
"RELIANCE","EQ","13-Nov-2013","852.60","849.90","861.40","842.10","843.05","844.40","851.06","19,18,164","1,63,24,65,997.00","66,664","9,04,810","47.17"
"RELIANCE","EQ","14-Nov-2013","844.40","851.25","864.00","850.40","851.90","851.65","856.85","18,35,838","1,57,30,36,740.80","66,198","8,66,881","47.22"
"RELIANCE","EQ","18-Nov-2013","851.65","858.10","877.75","856.15","876.00","874.75","869.66","27,59,723","2,40,00,17,658.95","82,318","16,22,855","58.80"
"RELIANCE","EQ","19-Nov-2013","874.75","875.00","884.90","875.00","879.00","878.35","880.38","19,28,073","1,69,74,27,670.35","44,683","10,80,888","56.06"
"RELIANCE","EQ","20-Nov-2013","878.35","874.85","883.00","857.00","859.85","862.50","875.41","29,92,305","2,61,94,89,675.35","69,818","19,77,586","66.09"
"RELIANCE","EQ","21-Nov-2013","862.50","859.90","860.00","843.45","846.90","847.60","851.69","26,20,866","2,23,21,74,574.45","73,200","14,71,352","56.14"
"RELIANCE","EQ","22-Nov-2013","847.60","851.00","856.45","839.10","848.90","843.75","848.45","17,10,289","1,45,10,97,284.65","45,624","6,62,675","38.75"
"RELIANCE","EQ","25-Nov-2013","843.75","847.35","856.85","844.05","850.90","851.70","851.07","23,03,754","1,96,06,50,479.40","58,264","14,82,164","64.34"
"RELIANCE","EQ","26-Nov-2013","851.70","850.50","856.80","837.55","840.50","841.25","846.01","31,92,390","2,70,08,05,008.75","69,304","20,23,996","63.40"
"RELIANCE","EQ","27-Nov-2013","841.25","844.50","849.50","835.25","838.00","837.95","840.35","26,10,836","2,19,40,14,196.75","68,865","14,13,918","54.16"
"RELIANCE","EQ","28-Nov-2013","837.95","843.10","856.40","843.10","850.10","847.95","850.63","28,67,965","2,43,95,68,496.55","75,951","16,47,029","57.43"
"RELIANCE","EQ","29-Nov-2013","847.95","850.95","856.50","848.60","852.00","853.20","853.19","22,59,353","1,92,76,47,757.60","43,503","12,15,153","53.78"
"RELIANCE","EQ","02-Dec-2013","853.20","853.00","862.95","852.30","854.90","855.30","857.96","16,50,771","1,41,63,03,015.35","49,955","7,72,470","46.79"
"RELIANCE","EQ","03-Dec-2013","855.30","855.00","865.50","850.65","861.50","861.90","859.70","20,99,451","1,80,48,94,619.80","56,927","10,96,932","52.25"
"RELIANCE","EQ","04-Dec-2013","861.90","860.90","867.50","853.20","858.10","856.05","860.14","20,02,635","1,72,25,48,066.25","67,469","9,31,657","46.52"
"RELIANCE","EQ","05-Dec-2013","856.05","872.00","877.00","868.05","870.40","871.00","872.14","28,65,154","2,49,88,23,568.35","67,634","18,13,899","63.31"
"RELIANCE","EQ","06-Dec-2013","871.00","870.15","874.65","861.20","868.00","866.70","867.28","16,68,901","1,44,74,03,411.95","42,360","10,11,405","60.60"
"RELIANCE","EQ","09-Dec-2013","866.70","882.10","888.00","876.20","877.75","878.95","881.32","29,04,113","2,55,94,60,317.45","84,045","16,96,880","58.43"
"RELIANCE","EQ","10-Dec-2013","878.95","878.50","888.70","878.50","885.30","884.65","884.84","19,92,917","1,76,34,14,517.35","65,638","10,64,413","53.41"
"RELIANCE","EQ","11-Dec-2013","884.65","882.50","884.95","872.50","884.15","882.60","879.38","11,37,789","1,00,05,44,917.80","30,957","4,24,291","37.29"
"RELIANCE","EQ","12-Dec-2013","882.60","878.00","880.00","868.00","870.30","870.20","871.63","13,00,646","1,13,36,80,095.30","56,824","6,00,439","46.16"
"RELIANCE","EQ","13-Dec-2013","870.20","867.00","868.10","857.65","863.05","864.70","863.86","20,40,359","1,76,25,83,953.65","74,770","13,59,787","66.64"
"RELIANCE","EQ","16-Dec-2013","864.70","860.00","862.25","843.20","845.00","845.05","850.02","22,96,374","1,95,19,64,667.00","66,269","15,54,746","67.70"
"RELIANCE","EQ","17-Dec-2013","845.05","848.70","852.90","836.75","837.85","839.20","844.80","23,06,272","1,94,83,32,865.20","47,061","14,37,975","62.35"
"RELIANCE","EQ","18-Dec-2013","839.20","839.20","863.85","839.20","861.30","859.95","856.81","27,45,251","2,35,21,49,269.10","55,238","17,53,086","63.86"
"RELIANCE","EQ","19-Dec-2013","859.95","864.40","864.40","843.70","852.50","854.05","854.48","30,74,567","2,62,71,55,096.20","72,819","17,96,745","58.44"
"RELIANCE","EQ","20-Dec-2013","854.05","872.00","898.00","862.10","895.00","895.15","878.73","46,87,926","4,11,94,39,065.60","1,10,509","20,54,594","43.83"
"RELIANCE","EQ","23-Dec-2013","895.15","899.00","909.00","890.00","892.95","896.25","901.03","37,01,213","3,33,49,17,259.10","97,605","18,54,470","50.10"
"RELIANCE","EQ","24-Dec-2013","896.25","896.50","905.00","895.10","897.10","898.05","899.67","16,70,206","1,50,26,28,362.75","50,555","7,29,578","43.68"
"RELIANCE","EQ","26-Dec-2013","898.05","894.50","900.00","882.10","887.70","887.55","889.03","33,41,856","2,97,10,00,810.95","65,137","18,58,470","55.61"
"RELIANCE","EQ","27-Dec-2013","887.55","888.60","893.90","876.90","878.05","878.85","883.27","17,70,277","1,56,36,28,438.15","55,371","10,50,516","59.34"
"RELIANCE","EQ","30-Dec-2013","878.85","881.00","889.85","875.85","885.55","887.10","884.08","23,57,956","2,08,46,20,472.65","54,908","11,55,702","49.01"
"RELIANCE","EQ","31-Dec-2013","887.10","888.00","898.25","887.10","894.00","895.20","894.05","13,04,298","1,16,61,07,634.90","36,879","6,22,014","47.69"
"RELIANCE","EQ","01-Jan-2014","895.20","897.45","898.25","887.60","888.25","888.80","891.42","13,37,074","1,19,18,92,428.40","26,754","6,07,039","45.40"
"RELIANCE","EQ","02-Jan-2014","888.80","887.70","896.00","870.10","873.00","875.00","885.11","13,76,901","1,21,87,14,772.40","45,289","6,98,939","50.76"
"RELIANCE","EQ","03-Jan-2014","875.00","871.60","873.35","855.00","865.20","864.25","864.22","29,33,613","2,53,52,78,981.70","95,307","15,75,724","53.71"
"RELIANCE","EQ","06-Jan-2014","864.25","862.10","863.25","850.00","855.15","854.95","854.84","30,43,781","2,60,19,45,346.50","69,293","21,36,241","70.18"
"RELIANCE","EQ","07-Jan-2014","854.95","854.60","859.95","840.05","840.65","842.10","846.40","39,57,111","3,34,93,05,775.80","2,02,802","27,91,907","70.55"
"RELIANCE","EQ","08-Jan-2014","842.10","844.40","857.35","844.40","849.00","849.05","850.03","29,09,048","2,47,27,92,580.50","1,29,198","16,83,482","57.87"
"RELIANCE","EQ","09-Jan-2014","849.05","850.45","853.80","845.05","853.00","850.70","849.40","18,99,340","1,61,32,98,088.65","94,510","10,85,278","57.14"
